name;title;male;culture;mother;father;heir;house;spouse;book1;book2;book3;book4;book5;isAliveMother;isAliveFather;isAliveHeir;isAliveSpouse;isMarried;isNoble;numDeadRelations;isPopular;popularity;Dívida;Capacidade de pagamento anual;
Mark Ryswell;Ser;0;Northmen;;;;House Ryswell;;1;0;0;0;0;;;;;0;1;0;0;0.020066889632107; R$ 43.755,00 ; R$ 55.489,00 ;
Jon Arryn;Eyrie;1;Valemen;;;;House Arryn;Jeyne Royce;1;1;1;1;1;;;;1;1;1;5;1;0.836120401337792; R$ 22.679,00 ; R$ 30.159,00 ;
Softfoot;;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.020066889632107; R$ 64.988,00 ; R$ 31.158,00 ;
Walder Frey (son of Emmon);;0;;;;;House Frey of Riverrun;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 95.292,00 ; R$ 25.265,00 ;
Rickard Thorne;Ser;1;;;;;House Thorne;;0;0;0;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 85.544,00 ; R$ 27.435,00 ;
Cersei Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.133779264214046; R$ 60.588,00 ; R$ 31.470,00 ;
Donnel Hill;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0434782608695652; R$ 64.625,00 ; R$ 49.832,00 ;
Damon Lannister (lord);Casterly Rock;1;Westerman;;;;House Lannister;Cerissa Brax;0;0;0;0;0;;;;1;1;1;0;0;0; R$ 98.621,00 ; R$ 55.528,00 ;
Wylla;;1;;;;;House Dayne;;1;0;1;0;0;;;;;0;0;0;0;0.0267558528428093; R$ 18.645,00 ; R$ 71.393,00 ;
Reysen;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0234113712374581; R$ 29.133,00 ; R$ 73.002,00 ;
Quort;;1;;;;;wildling;;0;0;1;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 18.337,00 ; R$ 77.902,00 ;
Tregar;;0;;;;;House Lannister;;1;0;0;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 27.899,00 ; R$ 76.469,00 ;
Wallace Waynwood;Ser;1;;;;;House Waynwood;;0;0;0;1;1;;;;;0;1;0;0;0.0267558528428093; R$ 41.416,00 ; R$ 74.959,00 ;
Mallador Locke;Ser;1;;;;;Night's Watch;;0;1;1;0;0;;;;;0;1;0;0;0.0267558528428093; R$ 93.984,00 ; R$ 74.789,00 ;
Desmond;;0;;;;;House Stark;;1;1;0;0;1;;;;;0;0;0;0;0.0434782608695652; R$ 95.248,00 ; R$ 72.274,00 ;
Ellaria Sand;;0;Dornish;;;;House Uller;Oberyn Martell;0;0;1;1;1;;;;0;1;0;2;0;0.160535117056856; R$ 55.901,00 ; R$ 66.660,00 ;
Walys Flowers;Maester;1;Reach;;;;;;0;0;0;0;1;;;;;0;1;0;0;0.0234113712374581; R$ 74.345,00 ; R$ 40.242,00 ;
Watt;;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 22.009,00 ; R$ 50.770,00 ;
Orland of Oldtown;;1;;;;;House Baratheon of King's Landing;;0;0;1;1;1;;;;;0;0;0;0;0.00668896321070234; R$ 863,00 ; R$ 78.478,00 ;
Jaehaerys II Targaryen;;1;;Betha Blackwood;Aegon V Targaryen;Aerys II Targaryen;;;0;0;0;0;0;1;0;0;;0;0;0;1;0.494983277591973; R$ 13.683,00 ; R$ 66.639,00 ;
Maron Volmark;Volmark;1;Ironborn;;;;House Volmark;;0;0;1;1;1;;;;;0;1;0;0;0.0434782608695652; R$ 93.997,00 ; R$ 58.276,00 ;
Zollo;;1;Dothraki;;;;Brave Companions;;0;0;1;1;0;;;;;0;0;0;0;0.0367892976588628; R$ 17.603,00 ; R$ 30.139,00 ;
Melesa Crakehall;;0;;;;;House Crakehall;Lyonel Frey;0;1;1;1;0;;;;1;1;0;0;0;0.0501672240802675; R$ 73.006,00 ; R$ 38.829,00 ;
Rhaegel Targaryen;Prince of Dragonstone;1;Valyrian;;;;House Targaryen;Alys Arryn;0;0;0;0;0;;;;1;1;1;3;0;0.0969899665551839; R$ 16.826,00 ; R$ 68.259,00 ;
Gallard;Archmaester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 74.711,00 ; R$ 49.104,00 ;
Dickon Frey;;1;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0869565217391304; R$ 61.890,00 ; R$ 36.886,00 ;
Murch;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 91.922,00 ; R$ 64.313,00 ;
Wulfe;;1;Ironborn;;;;House Greyjoy;;0;0;0;1;1;;;;;0;0;0;0;0.0234113712374581; R$ 76.613,00 ; R$ 26.471,00 ;
Cadwyn;Ser;0;;;;;House Lannister;;0;1;0;0;0;;;;;0;1;0;0;0; R$ 30.241,00 ; R$ 75.175,00 ;
Luthor Tyrell;Lord Paramount of the Mander;1;Reach;;;;House Tyrell;Olenna Redwyne;0;0;1;0;0;;;;1;1;1;1;0;0.170568561872909; R$ 45.116,00 ; R$ 44.999,00 ;
Alyx Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.1438127090301; R$ 34.795,00 ; R$ 26.493,00 ;
Erreck;Maester;1;;;;;;;0;0;1;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 44.061,00 ; R$ 73.055,00 ;
Rhaella Targaryen;PrincessQueenDowager Queen;1;Valyrian;;;;House Targaryen;Aerys II Targaryen;1;0;1;1;1;;;;0;1;1;8;0;0.321070234113712; R$ 36.066,00 ; R$ 68.083,00 ;
Hoarfrost Umber;Last Hearth;1;Northmen;;;;House Umber;;0;0;0;0;1;;;;;0;1;0;0;0.020066889632107; R$ 37.095,00 ; R$ 29.953,00 ;
Mordane;Septa;0;;;;;House Stark;;1;1;1;0;0;;;;;0;0;0;0;0.103678929765886; R$ 87.290,00 ; R$ 41.920,00 ;
Merrell Florent;;1;;;;;House Florent;;0;1;1;1;0;;;;;0;0;0;0;0.0668896321070234; R$ 62.847,00 ; R$ 70.327,00 ;
Theodore Tyrell;Ser;1;;;;;House Tyrell;Lia Serry;0;0;1;1;0;;;;1;1;1;0;0;0.137123745819397; R$ 49.082,00 ; R$ 71.340,00 ;
Lamprey;;1;;;;;House Baratheon of Dragonstone;;0;0;1;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 88.434,00 ; R$ 55.623,00 ;
Lymond Goodbrook;Lord;1;;;;;House Goodbrook;;0;0;1;1;1;;;;;0;1;0;0;0.0267558528428093; R$ 87.731,00 ; R$ 36.845,00 ;
Belwas;;1;Meereenese;;;;House Targaryen;;0;1;1;1;1;;;;;0;0;0;0;0.1438127090301; R$ 47.900,00 ; R$ 71.224,00 ;
Morya Frey;Lady;0;;;;;House Frey;Flement Brax;0;1;1;1;1;;;;1;1;1;0;0;0.120401337792642; R$ 30.911,00 ; R$ 37.924,00 ;
Bryan Frey;;1;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.100334448160535; R$ 31.502,00 ; R$ 37.146,00 ;
Carellen Smallwood;;0;;;;;House Smallwood;;0;0;1;1;0;;;;;0;0;0;0;0.0367892976588628; R$ 29.784,00 ; R$ 65.175,00 ;
Gysella Goodbrother;;0;Ironborn;;;;House Goodbrother;;0;0;0;1;0;;;;;0;0;0;0;0.0267558528428093; R$ 5.839,00 ; R$ 63.995,00 ;
Donnel Waynwood;Ser;0;;;;;House Waynwood;;1;1;1;1;1;;;;;0;1;0;0;0.060200668896321; R$ 71.262,00 ; R$ 57.514,00 ;
Luwin;;1;Westeros;;;;House Stark;;1;1;1;1;1;;;;;0;0;0;1;0.351170568561872; R$ 35.674,00 ; R$ 54.984,00 ;
Symond Botley;;1;Ironborn;;;;House Botley;;0;0;0;1;0;;;;;0;0;0;0;0.0468227424749163; R$ 58.106,00 ; R$ 44.185,00 ;
Walda Rivers (daughter of Aemon);;0;;;;;House Frey;;0;0;1;0;0;;;;;0;0;0;0;0.0267558528428093; R$ 98.397,00 ; R$ 49.014,00 ;
Daemon I Blackfyre;Ser;1;Valyrian;;;;House Blackfyre;Rohanne of Tyrosh;0;0;0;0;0;;;;1;1;1;0;0;0; R$ 80.451,00 ; R$ 66.312,00 ;
Walda Rivers;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.0334448160535117; R$ 18.301,00 ; R$ 57.638,00 ;
Lenwood Tawney;;1;Ironborn;;;;House Tawney;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 29.248,00 ; R$ 33.571,00 ;
Bethany Rosby;Lady;0;;;;;House Rosby;Walder Frey;0;1;1;1;1;;;;1;1;1;0;0;0.0668896321070234; R$ 49.400,00 ; R$ 79.100,00 ;
Myrtle;;0;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.0468227424749163; R$ 26.909,00 ; R$ 48.900,00 ;
Ormond Osgrey;Coldmoat;0;;;;;House Osgrey;;0;0;0;0;0;;;;;0;1;0;0;0.0100334448160535; R$ 94.607,00 ; R$ 46.431,00 ;
Raymund Tyrell;;0;;;;;House Tyrell;;0;0;1;1;0;;;;;0;0;0;0;0.127090301003344; R$ 58.307,00 ; R$ 58.062,00 ;
Jeyne Lothston;;0;;;;;House Lothston;;0;0;0;0;0;;;;;0;0;0;0;0.0234113712374581; R$ 52.015,00 ; R$ 49.564,00 ;
Raynald Westerling;Ser;1;;;;;House Westerling;;0;0;1;1;0;;;;;0;1;0;0;0.0702341137123745; R$ 11.890,00 ; R$ 60.551,00 ;
Moryn Tyrell;;1;;;;;House Tyrell;;1;1;1;1;1;;;;;0;0;0;0;0.140468227424749; R$ 11.473,00 ; R$ 69.461,00 ;
Togg Joth;;1;Ibbenese;;;;Brave Companions;;0;0;1;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 2.356,00 ; R$ 37.916,00 ;
Cosgrove;Steward;0;;;;;House Butterwell;;0;0;0;0;0;;;;;0;1;0;0;0; R$ 60.816,00 ; R$ 24.662,00 ;
Watty;;0;;;;;Brotherhood without banners;;0;0;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 41.013,00 ; R$ 34.247,00 ;
Oro Tendyris;;1;Braavosi;;;;;;0;1;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 43.591,00 ; R$ 53.570,00 ;
Jaqen H'ghar;;1;;;;;Faceless Men;;0;0;0;0;0;;;;;0;0;0;0;0.20066889632107; R$ 93.946,00 ; R$ 45.839,00 ;
Walder Frey (son of Jammos);;1;;;;;House Frey;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 77.861,00 ; R$ 42.554,00 ;
Gerion Lannister;;1;;;;;House Lannister;;1;1;1;1;1;;;;;0;0;0;0;0.140468227424749; R$ 50.463,00 ; R$ 68.678,00 ;
Olenna Redwyne;Highgarden;0;;;;;House Redwyne;Luthor Tyrell;1;1;1;1;1;;;;1;1;1;0;0;0.2876254180602; R$ 95.181,00 ; R$ 57.665,00 ;
Lyonel Strong;Harrenhal;1;;;;;House Strong;1st: unknown2nd: unknown3rd: unknown;0;0;0;0;0;;;;1;1;1;0;0;0.334448160535117; R$ 26.827,00 ; R$ 48.048,00 ;
Mark Mullendore;Ser;1;;;;;House Mullendore;;0;1;1;1;1;;;;;0;1;0;0;0.0501672240802675; R$ 27.548,00 ; R$ 35.908,00 ;
Qos;Wind Witch;1;;;;;;;1;0;0;0;0;;;;;0;1;0;0;0.00334448160535117; R$ 73.659,00 ; R$ 66.668,00 ;
Marq Rankenfell;Lord Commander of the Night's Watch;1;;;;;Night's Watch;;0;0;1;0;0;;;;;0;1;0;0;0.0501672240802675; R$ 19.012,00 ; R$ 62.188,00 ;
Walder Frey (son of Ryman);;1;Rivermen;;;;House Frey;;0;0;0;0;0;;;;;0;0;0;0;0; R$ 72.843,00 ; R$ 29.427,00 ;
Bessa;;1;;;;;;;0;0;1;0;0;;;;;0;0;0;0;0.00668896321070234; R$ 5.902,00 ; R$ 36.282,00 ;
Jeyne Rivers;;0;;;;;House Frey;;0;1;1;1;1;;;;;0;0;0;0;0.020066889632107; R$ 89.310,00 ; R$ 57.302,00 ;
Bloodbeard;;0;;;;;Company of the Cat;;0;0;0;0;1;;;;;0;0;0;0;0.0903010033444816; R$ 90.487,00 ; R$ 75.617,00 ;
Ryella Frey;;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.137123745819397; R$ 16.999,00 ; R$ 44.622,00 ;
Lord Commander Qorgyle;Lord Commander of the Night's Watch;1;;;;;House Qorgyle;;0;0;1;0;0;;;;;0;1;0;0;0.0668896321070234; R$ 58.390,00 ; R$ 37.830,00 ;
Joffrey Caswell;Bitterbridge;1;;;;;House Caswell;;0;0;0;0;0;;;;;0;1;0;0;0.0234113712374581; R$ 77.899,00 ; R$ 39.848,00 ;
Ronnet Connington;Ser;1;;;;;House Connington;;0;1;1;1;1;;;;;0;1;0;0;0.113712374581939; R$ 73.425,00 ; R$ 68.657,00 ;
Stonesnake;;1;;;;;Night's Watch;;0;1;1;1;1;;;;;0;0;0;0;0.0568561872909698; R$ 89.893,00 ; R$ 67.067,00 ;
Manfryd Lothston;;1;;;;;House Lothston;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 95.561,00 ; R$ 26.340,00 ;
Simon Staunton;Ser;1;;;;;House Staunton;Rohanne Webber;0;0;0;0;0;;;;0;1;1;0;0;0.0167224080267558; R$ 91.774,00 ; R$ 69.645,00 ;
Mysaria;Mistress of whisperers;0;Lysene;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.0133779264214046; R$ 23.423,00 ; R$ 49.333,00 ;
Willis Wode;Ser;1;;;;;House Wode;;1;0;0;1;0;;;;;0;1;0;0;0.020066889632107; R$ 54.841,00 ; R$ 29.903,00 ;
Denys Arryn;Ser;0;;;;;House Arryn;;0;0;1;1;0;;;;;0;1;0;0;0.0836120401337792; R$ 80.752,00 ; R$ 53.676,00 ;
Shireen Baratheon;Princess;0;;;;;House Baratheon of Dragonstone;;1;1;1;1;1;;;;;0;1;4;0;0.23076923076923; R$ 505,00 ; R$ 76.446,00 ;
Maggy;;1;;;;;;;0;0;1;1;0;;;;;0;0;0;0;0.0568561872909698; R$ 50.539,00 ; R$ 27.880,00 ;
Terrence Toyne;Ser;1;;;;;House Toyne;;0;0;1;1;1;;;;;0;1;0;0;0.040133779264214; R$ 83.833,00 ; R$ 73.852,00 ;
Eon Hunter;Longbow Hall;1;;;;;House Hunter;;1;1;1;1;1;;;;;0;1;0;0;0.0468227424749163; R$ 53.986,00 ; R$ 57.880,00 ;
Ottyn Wythers;Ser;0;;;;;House Wythers;;0;1;1;0;0;;;;;0;1;0;0;0.0434782608695652; R$ 53.667,00 ; R$ 44.174,00 ;
Jonothor Darry;Ser;1;;;;;House Darry;;0;0;1;1;0;;;;;0;1;1;0;0.0468227424749163; R$ 25.972,00 ; R$ 58.533,00 ;
Hallyne;LordWisdom;1;;;;;Alchemists' Guild;;0;1;1;1;0;;;;;0;1;0;0;0.0869565217391304; R$ 92.507,00 ; R$ 41.574,00 ;
Willow Heddle;;0;;;;;Brotherhood Without Banners;;0;0;0;1;0;;;;;0;0;0;0;0.0334448160535117; R$ 15.482,00 ; R$ 48.552,00 ;
Bess Bracken;;0;;;;;House Bracken;;0;0;0;0;1;;;;;0;0;0;0;0.0301003344481605; R$ 89.757,00 ; R$ 50.663,00 ;
Wendello Qar Deeth;;0;Qartheen;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0100334448160535; R$ 61.001,00 ; R$ 65.696,00 ;
Shiera Seastar;;0;Westeros;;;;House Targaryen;;0;0;0;0;1;;;;;0;0;4;0;0.0434782608695652; R$ 16.707,00 ; R$ 60.129,00 ;
Brogg;;1;Free Folk;;;;;;0;0;0;0;1;;;;;0;0;0;0;0.00668896321070234; R$ 87.212,00 ; R$ 46.716,00 ;
Robert Ashford;Ser;1;Reach;;;;House Ashford;;0;0;0;0;0;;;;;0;1;0;0;0.0234113712374581; R$ 86.033,00 ; R$ 57.634,00 ;
Taena of Myr;;0;Myrish;;;;House Merryweather;Orton Merryweather;0;0;1;1;1;;;;1;1;0;0;0;0.113712374581939; R$ 5.567,00 ; R$ 32.712,00 ;
Lymond Vikary;Ser;1;;;;;House Vikary;;0;1;1;1;1;;;;;0;1;0;0;0.0267558528428093; R$ 3.327,00 ; R$ 30.313,00 ;
Lucas Inchfield;Ser;1;;;;;House Inchfield;;0;0;0;0;0;;;;;0;1;0;0;0.0535117056856187; R$ 76.638,00 ; R$ 47.057,00 ;
Ollo Lophand;;1;Tyroshi;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0367892976588628; R$ 88.331,00 ; R$ 27.842,00 ;
Donnel of Duskendale;Ser;1;;;;;Kingsguard;;0;0;0;1;0;;;;;0;1;0;0;0.0367892976588628; R$ 9.298,00 ; R$ 79.151,00 ;
Denestan;Maester;0;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 14.396,00 ; R$ 61.210,00 ;
Walda Frey (daughter of Edwyn);;0;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.103678929765886; R$ 37.857,00 ; R$ 75.970,00 ;
Holger;;0;Vale mountain clans;;;;Stone Crows;;0;1;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 10.721,00 ; R$ 59.644,00 ;
Garse Goodbrook;Ser;1;;;;;House Goodbrook;Kyra Frey;0;1;1;1;0;;;;1;1;1;0;0;0.0668896321070234; R$ 73.590,00 ; R$ 40.063,00 ;
Jynessa Blackmont;;0;Dornish;;;;House Blackmont;;0;0;1;1;0;;;;;0;0;0;0;0.020066889632107; R$ 83.774,00 ; R$ 58.541,00 ;
Patrek Mallister;;1;;;;;House Mallister;;1;1;1;1;1;;;;;0;0;0;0;0.0769230769230769; R$ 88.899,00 ; R$ 61.513,00 ;
Jon Pox;;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0167224080267558; R$ 12.784,00 ; R$ 27.726,00 ;
Lester Morrigen;Lord of Crows Nest;0;;;;;House Morrigen;;0;0;1;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 655,00 ; R$ 59.906,00 ;
Symeon Star-Eyes;;1;;;;;;;1;1;1;1;1;;;;;0;0;0;0;0.0301003344481605; R$ 8.120,00 ; R$ 46.704,00 ;
Harrag Hoare;;1;Ironborn;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.0267558528428093; R$ 40.217,00 ; R$ 72.832,00 ;
Gascoyne;Ser;0;;;;;House Martell;;0;0;0;1;1;;;;;0;1;0;0;0.0133779264214046; R$ 98.490,00 ; R$ 58.698,00 ;
Amerei Frey;Lady of Darry;0;;;;;House Frey;Pate of the Blue Fork;0;1;1;1;0;;;;0;1;1;0;0;0.237458193979933; R$ 99.934,00 ; R$ 23.748,00 ;
Ballabar;Maester;1;;;;;House Redwyne;;0;1;1;1;1;;;;;0;1;0;0;0.0301003344481605; R$ 61.281,00 ; R$ 64.490,00 ;
Harmond Umber;Last Hearth;0;Northmen;;;;House Umber;;1;0;0;0;0;;;;;0;1;0;0;0.0167224080267558; R$ 57.979,00 ; R$ 77.215,00 ;
Terrence Kenning;Kayce;0;;;;;House Kenning of Kayce;;0;0;1;1;1;;;;;0;1;0;0;0.0167224080267558; R$ 37.244,00 ; R$ 49.468,00 ;
Walder Goodbrook;;1;;;;;House Goodbrook;;0;1;1;1;0;;;;;0;0;0;0;0.0668896321070234; R$ 37.524,00 ; R$ 34.085,00 ;
Malwyn Frey;;1;;;;;House Frey;;0;1;1;1;0;;;;;0;0;0;0;0.137123745819397; R$ 10.876,00 ; R$ 27.090,00 ;
Byren Flowers;Ser;1;;;;;;;0;0;0;0;0;;;;;0;1;0;0;0.00668896321070234; R$ 57.529,00 ; R$ 24.369,00 ;
Harlon Botley;;1;Ironborn;;;;House Botley;;0;0;0;1;0;;;;;0;0;0;0;0.0468227424749163; R$ 1.901,00 ; R$ 58.254,00 ;
Rast;;1;;;;;Night's Watch;;1;1;1;0;0;;;;;0;0;0;0;0.0668896321070234; R$ 84.196,00 ; R$ 41.718,00 ;
Franklyn Fowler;Skyreach;1;Dornishmen;;;;House Fowler;;0;0;0;1;1;;;;;0;1;0;0;0.020066889632107; R$ 74.181,00 ; R$ 56.520,00 ;
Galazza Galare;Green Grace;0;Ghiscari;;;;Graces;;0;0;0;0;1;;;;;0;1;0;0;0.0903010033444816; R$ 54.438,00 ; R$ 43.085,00 ;
Hobber Redwyne;Ser;1;Reach;;;;House Redwyne;;1;1;1;1;1;;;;;0;1;0;0;0.214046822742474; R$ 65.114,00 ; R$ 58.232,00 ;
Tim Tangletongue;;0;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0133779264214046; R$ 64.560,00 ; R$ 38.219,00 ;
Brea;;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0234113712374581; R$ 19.501,00 ; R$ 23.292,00 ;
Arron;;1;;;;;Night's Watch;;0;0;1;1;1;;;;;0;0;0;0;0.0434782608695652; R$ 46.812,00 ; R$ 64.189,00 ;
Ottomore;;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.00668896321070234; R$ 62.597,00 ; R$ 68.245,00 ;
Wendel Manderly;Ser;1;;;;;House Manderly;;1;1;1;1;1;;;;;0;1;0;0;0.133779264214046; R$ 98.927,00 ; R$ 56.337,00 ;
Theo Wull;;1;Northern mountain clans;;;;House Wull;;1;0;1;0;0;;;;;0;0;0;0;0.020066889632107; R$ 78.457,00 ; R$ 51.294,00 ;
Marlon Manderly;Ser;1;;;;;House Manderly;;0;0;0;1;1;;;;;0;1;0;0;0.0434782608695652; R$ 68.847,00 ; R$ 28.704,00 ;
Sallor;;1;Qartheen;;;;Stormcrows;;0;0;1;0;0;;;;;0;0;0;0;0.0301003344481605; R$ 76.417,00 ; R$ 38.069,00 ;
Uthor Tollett;Grey Glen;0;Valemen;;;;House Tollett;;0;0;0;1;0;;;;;0;1;0;0;0.0100334448160535; R$ 19.501,00 ; R$ 34.678,00 ;
Lum;;1;westermen;;;;House Lannister;;0;0;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 14.866,00 ; R$ 72.454,00 ;
Steffon Darklyn;Ser;0;;;;;House Darklyn;;0;0;0;0;0;;;;;0;1;0;0;0.0936454849498327; R$ 14.419,00 ; R$ 32.213,00 ;
Borcas;;1;;;;;Night's Watch;;1;0;0;0;0;;;;;0;0;0;0;0; R$ 93.622,00 ; R$ 29.145,00 ;
Donnel Haigh;Ser;1;;;;;House Haigh;;0;1;1;1;0;;;;;0;1;0;0;0.0869565217391304; R$ 86.316,00 ; R$ 78.065,00 ;
Nail;;0;;;;;Second Sons;;0;0;0;0;1;;;;;0;0;0;0;0.0133779264214046; R$ 50.422,00 ; R$ 46.167,00 ;
Uller;;1;Ironborn;;;;House Greyjoy;;0;1;1;1;0;;;;;0;0;0;0;0.0234113712374581; R$ 54.806,00 ; R$ 51.112,00 ;
Loreza Sand;;0;Dorne;;;;House Martell;;0;0;1;1;1;;;;;0;0;1;0;0.107023411371237; R$ 23.534,00 ; R$ 62.457,00 ;
Will (squire);;1;;;;;;;0;0;0;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 58.687,00 ; R$ 74.556,00 ;
Walton;;1;northmen;;;;House Bolton;;0;1;1;1;1;;;;;0;0;0;0;0.0468227424749163; R$ 53.178,00 ; R$ 44.320,00 ;
Jon Vance;Maester;1;;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0234113712374581; R$ 47.949,00 ; R$ 59.459,00 ;
Ryger Rivers;;1;;;;;House Frey;;1;1;1;1;1;;;;;0;0;1;0;0.0234113712374581; R$ 58.349,00 ; R$ 73.088,00 ;
Puddingfoot;;0;;;;;Brotherhood without banners;;0;0;1;0;0;;;;;0;0;0;0;0.00334448160535117; R$ 60.104,00 ; R$ 63.147,00 ;
Duncan Targaryen;Prince of Dragonstone;1;;;;;House Targaryen;Jenny of Oldstones;0;0;1;1;1;;;;1;1;1;6;0;0.140468227424749; R$ 39.574,00 ; R$ 33.050,00 ;
Jeyne Beesbury;;0;;;;;House Beesbury;Rhaegar Frey;0;1;1;1;0;;;;0;1;0;0;0;0.060200668896321; R$ 54.758,00 ; R$ 71.206,00 ;
Tyrion Tanner;;1;;;;;House Stokeworth;;0;0;0;1;1;;;;;0;0;0;0;0.0501672240802675; R$ 8.034,00 ; R$ 27.993,00 ;
Harma;;0;Wildlings;;;;;;0;1;1;0;1;;;;;0;0;0;0;0.0535117056856187; R$ 74.531,00 ; R$ 70.791,00 ;
Hibald;;1;;;;;;;0;0;0;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 65.760,00 ; R$ 55.908,00 ;
Alyn;;1;;;;;House Stark;;1;1;1;0;1;;;;;0;0;0;0;0.0735785953177257; R$ 27.836,00 ; R$ 73.498,00 ;
Aethelmure;Grand Maester;0;;;;;;;1;0;0;0;0;;;;;0;1;0;0;0.0133779264214046; R$ 21.836,00 ; R$ 47.592,00 ;
Meldred Merlyn;Lord of Pebbleton;0;Ironborn;;;;House Merlyn;;0;1;1;1;1;;;;;0;1;0;0;0.0234113712374581; R$ 7.495,00 ; R$ 23.245,00 ;
Beron Blacktyde;;0;;;;;House Blacktyde;;0;0;0;1;1;;;;;0;0;0;0;0.0167224080267558; R$ 57.984,00 ; R$ 41.112,00 ;
Todric;;1;;;;;;;0;1;0;0;0;;;;;0;0;0;0;0.0167224080267558; R$ 22.232,00 ; R$ 39.100,00 ;
Ryk;;1;Free folk;;;;;Munda;0;0;1;1;1;;;;1;1;0;0;0;0.0267558528428093; R$ 93.022,00 ; R$ 78.043,00 ;
Donel Greyjoy;;1;Ironborn;;;;House Greyjoy;;0;0;0;1;0;;;;;0;0;0;0;0.060200668896321; R$ 76.781,00 ; R$ 75.994,00 ;
Qarro Volentin;First Sword of Braavos;0;Braavosi;;;;;;0;0;0;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 2.355,00 ; R$ 67.899,00 ;
Harbert;Ser;1;;;;;House Baratheon;;0;1;0;0;0;;;;;0;1;0;0;0.0234113712374581; R$ 8.329,00 ; R$ 39.393,00 ;
Moon Boy;;1;;;;;House Baratheon of King's Landing;;1;1;1;1;1;;;;;0;0;0;0;0.0769230769230769; R$ 76.162,00 ; R$ 43.536,00 ;
Martyn Lannister;;1;;;;;House Lannister;;0;1;1;1;1;;;;;0;0;5;0;0.137123745819397; R$ 62.372,00 ; R$ 59.264,00 ;
Ossy;;0;;;;;House Royce of the Gates of the Moon;;0;0;0;1;0;;;;;0;0;0;0;0.0100334448160535; R$ 17.159,00 ; R$ 54.054,00 ;
Rolph Spicer;Ser;0;;;;;House Spicer;;0;0;1;1;0;;;;;0;1;0;0;0.060200668896321; R$ 11.648,00 ; R$ 28.027,00 ;
Ezzelyno;Red Priest;0;Braavosi;;;;R'hllor;;0;0;0;1;0;;;;;0;1;0;0;0.0133779264214046; R$ 4.713,00 ; R$ 75.497,00 ;
Danos Slynt;;1;;;;;House Slynt;;0;0;1;0;0;;;;;0;0;0;0;0.0234113712374581; R$ 82.991,00 ; R$ 56.206,00 ;
Chett;;1;;;;;Night's Watch;;1;1;1;0;0;;;;;0;0;0;0;0.197324414715719; R$ 68.496,00 ; R$ 24.588,00 ;
Jyzene;;0;;;;;;;0;0;1;1;0;;;;;0;0;0;0;0.0133779264214046; R$ 92.351,00 ; R$ 73.171,00 ;
Sebaston Farman;Fair Isle;1;Westerman;;;;House Farman;;0;0;0;1;1;;;;;0;1;0;0;0.020066889632107; R$ 60.314,00 ; R$ 38.846,00 ;
